id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,name
29435,Analytics,region_22,,m,sourcing,2,22,,1,0,0,84,0,employee_29435
25403,Legal,region_7,Master's & above,m,other,1,36,1,7,0,0,55,0,employee_25403
45325,Technology,region_26,Bachelor's,f,other,1,26,3,3,1,0,80,0,employee_45325
48706,Operations,region_24,Bachelor's,m,sourcing,1,29,1,2,0,0,62,0,employee_48706
18276,Sales & Marketing,region_2,Master's & above,m,other,2,52,3,3,0,0,58,0,employee_18276
63793,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,39,3,11,0,0,54,0,employee_63793
46056,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,5,4,1,0,50,0,employee_46056
11833,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,38,4,6,0,0,50,0,employee_11833
9217,Technology,region_27,Master's & above,f,other,1,33,3,7,0,0,78,0,employee_9217
47435,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,30,5,2,1,0,50,0,employee_47435
50091,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,29,5,2,0,0,50,0,employee_50091
50439,Operations,region_29,Bachelor's,f,sourcing,1,29,3,7,1,0,59,0,employee_50439
31379,Procurement,region_8,Master's & above,f,other,1,32,2,9,0,0,88,1,employee_31379
63619,Operations,region_27,Bachelor's,m,sourcing,2,35,3,6,1,0,57,0,employee_63619
40824,Technology,region_23,Master's & above,m,other,1,43,3,10,0,0,81,0,employee_40824
35612,Sales & Marketing,region_7,Master's & above,f,other,1,41,3,13,0,0,49,0,employee_35612
4977,Sales & Marketing,region_7,Bachelor's,m,other,4,32,1,8,0,0,50,0,employee_4977
7456,Sales & Marketing,region_1,,m,other,1,28,,1,0,0,48,0,employee_7456
8956,Sales & Marketing,region_25,Master's & above,m,sourcing,3,33,3,6,0,0,49,0,employee_8956
49934,Sales & Marketing,region_25,,m,other,1,30,3,5,0,0,49,0,employee_49934
54784,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,36,4,10,0,0,50,0,employee_54784
72247,Procurement,region_15,Bachelor's,f,sourcing,1,30,3,8,0,0,69,0,employee_72247
62397,Analytics,region_20,Bachelor's,m,other,2,32,5,7,1,0,80,0,employee_62397
20036,Procurement,region_15,Bachelor's,f,other,1,30,3,5,0,0,85,1,employee_20036
52624,Operations,region_22,Bachelor's,f,other,1,36,4,4,1,0,59,0,employee_52624
6774,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,5,6,0,0,48,0,employee_6774
34331,Operations,region_12,Bachelor's,f,other,1,27,,1,1,0,50,0,employee_34331
51692,Sales & Marketing,region_13,Master's & above,f,sourcing,1,41,1,9,0,0,54,0,employee_51692
64222,Procurement,region_2,Master's & above,f,other,1,43,3,6,0,0,72,0,employee_64222
31649,Sales & Marketing,region_26,,m,other,1,26,1,3,1,0,55,0,employee_31649
431,Procurement,region_2,Bachelor's,m,other,3,60,3,16,0,0,68,0,employee_431
56666,R&D,region_22,Bachelor's,m,sourcing,1,30,4,7,0,0,88,0,employee_56666
24721,Operations,region_2,Master's & above,m,sourcing,1,34,3,7,1,0,58,0,employee_24721
44783,Finance,region_2,Master's & above,m,sourcing,1,32,3,3,1,0,60,0,employee_44783
6490,Sales & Marketing,region_2,Bachelor's,m,other,1,44,5,5,1,0,46,0,employee_6490
59796,Operations,region_29,Master's & above,m,sourcing,1,35,2,7,1,0,53,0,employee_59796
57377,Operations,region_2,Master's & above,f,other,1,60,1,17,0,0,62,0,employee_57377
22125,Procurement,region_22,Bachelor's,f,sourcing,1,34,5,8,0,0,71,0,employee_22125
44338,Operations,region_7,Bachelor's,m,sourcing,1,36,4,10,1,0,59,0,employee_44338
73478,Analytics,region_13,Bachelor's,m,sourcing,2,27,4,3,1,0,82,0,employee_73478
77852,Technology,region_22,Bachelor's,m,sourcing,1,28,4,6,1,0,82,0,employee_77852
15468,Analytics,region_21,Bachelor's,m,other,2,26,3,2,0,0,81,0,employee_15468
16164,Operations,region_24,Bachelor's,f,other,1,29,4,3,1,0,59,0,employee_16164
3854,Procurement,region_16,Master's & above,f,other,1,35,3,9,1,0,70,1,employee_3854
61283,Analytics,region_32,Bachelor's,m,sourcing,1,27,,1,0,0,85,0,employee_61283
61197,HR,region_2,Bachelor's,m,sourcing,1,26,3,2,1,0,46,0,employee_61197
21024,Analytics,region_32,Bachelor's,m,other,1,33,3,7,0,0,84,0,employee_21024
33483,Operations,region_14,Master's & above,f,other,1,37,3,9,0,0,56,0,employee_33483
63115,HR,region_4,Master's & above,f,other,1,33,5,3,0,0,65,1,employee_63115
58492,Sales & Marketing,region_25,Master's & above,m,sourcing,1,35,5,3,1,0,48,0,employee_58492
59965,Procurement,region_2,Master's & above,f,sourcing,1,35,1,4,0,0,74,0,employee_59965
23081,R&D,region_11,Bachelor's,m,other,3,31,5,6,1,0,80,0,employee_23081
32197,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,31,3,3,0,0,55,0,employee_32197
14085,Sales & Marketing,region_16,,m,sourcing,1,22,,1,0,0,61,1,employee_14085
19121,Technology,region_5,Bachelor's,m,other,1,41,5,3,1,0,75,0,employee_19121
5503,Operations,region_27,Master's & above,f,other,1,37,5,4,0,0,61,0,employee_5503
1850,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,5,3,0,0,53,0,employee_1850
48064,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,3,8,0,0,47,0,employee_48064
24103,Technology,region_2,Bachelor's,m,other,1,24,4,2,1,0,75,0,employee_24103
24521,R&D,region_22,Bachelor's,m,other,1,27,4,3,0,0,88,0,employee_24521
20350,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,3,4,0,0,52,0,employee_20350
28211,Sales & Marketing,region_25,Bachelor's,m,other,2,30,3,5,0,0,51,0,employee_28211
30181,Operations,region_31,Bachelor's,m,other,1,25,,1,0,0,58,0,employee_30181
34514,Procurement,region_8,Master's & above,m,sourcing,1,39,1,3,0,0,72,0,employee_34514
64503,Sales & Marketing,region_22,Master's & above,m,other,1,33,1,5,0,0,49,0,employee_64503
71299,Sales & Marketing,region_26,Master's & above,m,other,1,41,3,6,0,0,48,0,employee_71299
75960,Sales & Marketing,region_2,Bachelor's,f,other,1,37,5,4,0,0,48,0,employee_75960
44331,Sales & Marketing,region_19,Bachelor's,m,other,3,35,1,8,0,0,48,0,employee_44331
2823,Analytics,region_2,Bachelor's,m,other,1,60,3,28,0,0,80,0,employee_2823
48898,Procurement,region_2,Bachelor's,f,other,1,34,3,6,0,0,83,1,employee_48898
15396,Sales & Marketing,region_30,Bachelor's,m,sourcing,3,31,1,9,0,0,46,0,employee_15396
34824,Technology,region_7,Bachelor's,m,other,3,45,4,4,0,0,84,0,employee_34824
75605,Procurement,region_34,Bachelor's,m,sourcing,1,27,3,3,0,0,69,0,employee_75605
40339,Sales & Marketing,region_7,Master's & above,m,other,1,54,4,14,1,0,48,1,employee_40339
28748,Operations,region_13,Bachelor's,f,other,1,30,4,5,1,0,60,0,employee_28748
30570,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,29,3,2,0,0,49,0,employee_30570
69028,Technology,region_11,Bachelor's,f,other,1,30,3,4,1,0,81,0,employee_69028
7569,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,24,,1,0,0,48,0,employee_7569
57968,Sales & Marketing,region_33,Master's & above,m,sourcing,1,40,3,6,1,0,52,0,employee_57968
56678,Sales & Marketing,region_2,Master's & above,m,sourcing,3,35,1,3,0,0,50,0,employee_56678
5322,Finance,region_2,Master's & above,m,other,1,44,5,8,1,0,63,0,employee_5322
37934,Operations,region_22,Master's & above,f,other,1,42,5,4,0,0,52,0,employee_37934
59931,Sales & Marketing,region_2,Master's & above,m,other,1,35,5,8,1,0,48,1,employee_59931
60456,R&D,region_22,Bachelor's,f,sourcing,1,27,1,4,0,0,84,0,employee_60456
46215,Technology,region_24,Bachelor's,m,other,1,32,3,6,0,0,80,0,employee_46215
51966,Operations,region_2,Bachelor's,f,other,1,46,3,7,0,0,59,0,employee_51966
13333,Analytics,region_29,Bachelor's,m,other,2,31,1,4,1,0,84,0,employee_13333
20063,Technology,region_16,Bachelor's,m,sourcing,1,28,3,3,0,0,76,0,employee_20063
49141,Analytics,region_26,Bachelor's,m,other,1,28,,1,0,0,86,0,employee_49141
74207,Analytics,region_2,Master's & above,m,other,1,54,3,5,0,0,86,0,employee_74207
17594,Analytics,region_13,Bachelor's,m,other,1,34,3,7,0,0,84,0,employee_17594
75735,Technology,region_32,Bachelor's,f,other,2,31,3,3,1,0,78,0,employee_75735
63389,Legal,region_22,Bachelor's,m,other,1,31,,1,0,0,57,0,employee_63389
47726,Technology,region_2,Bachelor's,m,other,1,38,4,9,1,0,80,0,employee_47726
27579,Operations,region_22,Master's & above,m,other,1,58,4,31,0,0,62,0,employee_27579
52051,Procurement,region_11,Master's & above,m,sourcing,1,35,4,3,1,0,69,0,employee_52051
67122,Sales & Marketing,region_2,,f,other,1,43,5,11,1,0,46,1,employee_67122
15903,Operations,region_23,Master's & above,f,other,1,32,4,4,1,0,61,0,employee_15903
73906,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,29,3,3,0,0,52,0,employee_73906
21601,Operations,region_31,Bachelor's,m,other,1,28,5,4,1,0,64,0,employee_21601
57979,Technology,region_4,Bachelor's,m,sourcing,1,28,3,5,0,0,82,0,employee_57979
20258,Analytics,region_29,,m,sourcing,1,28,5,2,1,0,83,0,employee_20258
18253,Sales & Marketing,region_1,Bachelor's,f,other,1,28,2,6,0,0,52,0,employee_18253
53073,Technology,region_2,Bachelor's,m,sourcing,1,33,3,7,1,0,80,0,employee_53073
48862,Procurement,region_17,Bachelor's,f,other,1,40,4,6,0,0,66,0,employee_48862
17650,Technology,region_2,Bachelor's,f,other,1,55,3,8,0,0,79,0,employee_17650
44770,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,30,3,4,0,0,48,0,employee_44770
76402,Operations,region_7,Master's & above,f,other,1,44,2,13,0,0,62,0,employee_76402
24636,Procurement,region_11,Bachelor's,f,other,1,32,1,7,0,0,70,0,employee_24636
51084,Sales & Marketing,region_22,Bachelor's,m,other,2,29,,1,0,0,55,0,employee_51084
60478,Operations,region_4,Bachelor's,m,other,1,44,4,14,1,0,57,0,employee_60478
42532,Sales & Marketing,region_15,Bachelor's,m,other,1,51,1,22,0,0,50,0,employee_42532
7148,Finance,region_22,Bachelor's,f,other,1,30,3,4,0,0,58,0,employee_7148
10219,Operations,region_25,Bachelor's,f,sourcing,1,29,4,2,0,0,61,0,employee_10219
46889,Procurement,region_22,Bachelor's,f,other,1,27,3,4,0,0,67,0,employee_46889
38825,Operations,region_22,Bachelor's,f,other,1,27,5,4,0,0,77,1,employee_38825
34143,Sales & Marketing,region_7,,m,sourcing,1,22,,1,1,0,49,0,employee_34143
68114,Operations,region_22,Bachelor's,f,sourcing,1,37,5,11,1,0,62,1,employee_68114
42884,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,40,3,4,0,0,50,0,employee_42884
49996,Technology,region_16,Bachelor's,f,referred,1,26,4,3,1,0,80,0,employee_49996
9898,Procurement,region_20,Master's & above,m,sourcing,7,38,5,10,1,0,72,0,employee_9898
65371,Operations,region_26,Bachelor's,m,sourcing,2,33,3,7,1,0,62,0,employee_65371
54099,Analytics,region_22,Bachelor's,m,sourcing,1,25,4,2,0,0,81,0,employee_54099
55019,Technology,region_16,Bachelor's,f,other,1,59,3,14,0,0,76,0,employee_55019
3919,Operations,region_22,Master's & above,m,sourcing,1,32,4,3,1,0,60,0,employee_3919
47551,Operations,region_16,Bachelor's,f,other,1,25,4,2,0,0,61,0,employee_47551
55909,Sales & Marketing,region_1,Master's & above,m,other,1,39,3,3,1,0,45,1,employee_55909
19386,R&D,region_4,Master's & above,m,other,2,45,3,5,0,0,82,0,employee_19386
60698,Operations,region_15,Bachelor's,f,other,1,43,5,12,0,0,62,0,employee_60698
36171,Operations,region_13,Bachelor's,f,other,1,31,5,2,0,0,57,0,employee_36171
7454,Sales & Marketing,region_2,Master's & above,f,other,1,55,3,10,0,0,53,0,employee_7454
5510,Operations,region_15,,m,sourcing,1,34,5,8,0,0,61,0,employee_5510
53912,Technology,region_7,Bachelor's,f,other,1,39,4,13,1,0,82,0,employee_53912
8769,HR,region_2,Bachelor's,f,referred,1,37,4,3,0,0,52,0,employee_8769
55936,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,2,7,0,0,48,0,employee_55936
34,Operations,region_14,Bachelor's,m,other,1,43,3,13,0,0,61,0,employee_34
36078,Technology,region_13,Master's & above,f,sourcing,1,60,3,34,0,0,84,0,employee_36078
40133,Sales & Marketing,region_4,Master's & above,m,sourcing,1,45,3,7,0,0,49,0,employee_40133
59384,Operations,region_15,Bachelor's,m,sourcing,1,32,3,7,1,0,61,0,employee_59384
47973,Sales & Marketing,region_2,Bachelor's,m,referred,1,38,5,7,0,0,49,0,employee_47973
36318,Sales & Marketing,region_22,Master's & above,m,other,1,36,5,9,1,0,46,0,employee_36318
33414,Sales & Marketing,region_22,Bachelor's,m,other,1,30,5,6,1,0,54,1,employee_33414
6752,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,43,3,13,0,0,51,0,employee_6752
48990,Finance,region_27,Bachelor's,f,sourcing,1,26,3,3,0,0,57,0,employee_48990
21001,Procurement,region_2,Master's & above,f,sourcing,2,35,3,4,0,0,72,0,employee_21001
40840,Operations,region_7,Master's & above,m,other,2,41,3,6,1,0,62,0,employee_40840
66816,Technology,region_2,Bachelor's,f,sourcing,1,29,5,3,1,0,83,0,employee_66816
60101,Procurement,region_22,Bachelor's,f,other,1,27,3,6,0,0,68,0,employee_60101
49484,Operations,region_22,Master's & above,f,sourcing,1,36,4,9,1,0,61,0,employee_49484
53652,Sales & Marketing,region_2,Bachelor's,m,other,1,30,4,3,0,0,46,0,employee_53652
26629,R&D,region_2,Master's & above,m,sourcing,3,43,2,12,1,0,88,0,employee_26629
45874,Procurement,region_17,Master's & above,m,other,1,46,3,6,0,0,68,0,employee_45874
61807,Procurement,region_2,Master's & above,m,other,1,49,4,17,0,0,69,0,employee_61807
4990,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,23,3,3,0,0,46,0,employee_4990
37617,Sales & Marketing,region_23,,m,other,1,39,5,13,1,0,52,0,employee_37617
68833,HR,region_2,Below Secondary,f,sourcing,1,26,1,2,0,0,47,0,employee_68833
15531,Operations,region_13,Bachelor's,f,sourcing,1,35,3,9,0,0,59,0,employee_15531
68449,Sales & Marketing,region_22,Bachelor's,m,other,2,20,,1,0,0,48,0,employee_68449
76997,Legal,region_2,Bachelor's,m,other,1,44,3,10,0,0,58,0,employee_76997
25622,Analytics,region_3,Bachelor's,m,sourcing,2,35,4,5,0,0,81,0,employee_25622
44615,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,29,1,3,0,0,50,0,employee_44615
3414,Operations,region_29,Master's & above,m,other,1,46,3,16,0,0,57,0,employee_3414
31843,Procurement,region_28,Bachelor's,f,other,2,31,3,2,0,0,66,0,employee_31843
47181,Operations,region_32,Bachelor's,m,other,2,33,3,4,0,0,52,0,employee_47181
61908,HR,region_2,Master's & above,m,referred,1,36,3,6,1,0,50,0,employee_61908
56521,Technology,region_31,Bachelor's,m,other,1,26,,1,1,0,78,0,employee_56521
27993,HR,region_22,Bachelor's,m,other,1,28,,1,0,0,47,0,employee_27993
60027,Operations,region_2,Master's & above,f,other,1,48,3,5,0,0,59,0,employee_60027
66882,HR,region_22,Master's & above,f,other,1,29,3,6,0,0,50,0,employee_66882
58954,Legal,region_16,Bachelor's,m,other,1,33,1,3,0,0,60,0,employee_58954
73613,Analytics,region_15,Bachelor's,m,other,1,28,5,3,1,0,85,0,employee_73613
500,Sales & Marketing,region_2,,m,sourcing,1,20,,1,0,0,53,0,employee_500
100,Sales & Marketing,region_28,Master's & above,m,sourcing,2,34,1,6,0,0,50,0,employee_100
23343,Sales & Marketing,region_4,Bachelor's,m,other,1,46,5,12,1,0,50,0,employee_23343
67678,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,34,3,7,0,0,50,0,employee_67678
28801,Sales & Marketing,region_15,,m,sourcing,1,29,1,2,0,0,49,0,employee_28801
10163,Procurement,region_2,Master's & above,f,sourcing,1,48,3,9,0,0,64,0,employee_10163
53745,Legal,region_27,Bachelor's,m,sourcing,1,31,3,4,1,0,63,0,employee_53745
33472,Analytics,region_3,Bachelor's,m,sourcing,2,28,3,7,0,0,78,0,employee_33472
9345,Sales & Marketing,region_10,Bachelor's,m,other,1,25,1,2,0,0,48,0,employee_9345
35649,Procurement,region_5,Bachelor's,m,sourcing,1,33,2,8,0,0,66,0,employee_35649
43233,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,5,7,1,0,49,0,employee_43233
53472,Technology,region_7,Below Secondary,m,other,2,24,3,2,0,0,84,0,employee_53472
66140,Procurement,region_2,Bachelor's,f,sourcing,1,28,3,2,0,0,66,0,employee_66140
56118,Sales & Marketing,region_17,Bachelor's,m,other,1,33,1,7,0,0,46,0,employee_56118
74340,Procurement,region_27,Bachelor's,f,other,1,33,4,4,0,0,70,0,employee_74340
40229,Procurement,region_7,Below Secondary,f,sourcing,1,25,,1,1,0,71,0,employee_40229
8199,Sales & Marketing,region_7,Master's & above,f,other,2,42,3,9,0,0,54,0,employee_8199
73386,Procurement,region_15,Master's & above,m,other,1,39,2,4,1,1,74,1,employee_73386
16305,Sales & Marketing,region_5,Master's & above,m,other,1,43,2,12,0,0,48,0,employee_16305
8238,Legal,region_5,Bachelor's,m,other,1,32,5,4,0,0,59,0,employee_8238
34479,Operations,region_29,Bachelor's,m,other,1,42,2,2,0,0,57,0,employee_34479
66375,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,33,1,3,0,0,48,0,employee_66375
49655,Technology,region_2,Bachelor's,m,sourcing,1,47,3,3,1,0,77,0,employee_49655
35817,Sales & Marketing,region_2,Bachelor's,m,other,1,44,4,16,0,0,48,0,employee_35817
49214,Procurement,region_2,Bachelor's,f,sourcing,1,29,,1,0,0,71,0,employee_49214
52390,Sales & Marketing,region_7,Master's & above,f,other,1,33,5,8,1,0,46,0,employee_52390
4138,Technology,region_27,Bachelor's,m,other,1,39,4,10,0,0,78,0,employee_4138
67502,R&D,region_2,Master's & above,m,sourcing,1,44,3,5,0,0,83,0,employee_67502
33066,Technology,region_1,Bachelor's,f,other,1,29,,1,0,0,79,0,employee_33066
32887,Operations,region_29,Bachelor's,m,other,1,28,2,2,1,0,58,0,employee_32887
30642,Sales & Marketing,region_30,Bachelor's,m,other,2,31,3,7,0,0,48,0,employee_30642
57359,HR,region_28,Bachelor's,m,sourcing,1,31,4,4,0,0,47,0,employee_57359
6171,Procurement,region_22,Bachelor's,m,other,1,32,5,4,0,1,99,1,employee_6171
46239,Sales & Marketing,region_32,Bachelor's,m,other,1,31,5,4,1,0,45,0,employee_46239
77517,Technology,region_2,Master's & above,m,sourcing,1,57,3,6,0,0,76,0,employee_77517
64549,Operations,region_29,Master's & above,m,sourcing,1,31,3,5,0,0,60,0,employee_64549
59467,Analytics,region_22,Bachelor's,m,sourcing,2,29,4,7,1,0,83,0,employee_59467
32211,Technology,region_15,Bachelor's,m,other,2,36,4,3,0,0,76,0,employee_32211
16421,Operations,region_15,Bachelor's,m,other,1,35,4,7,0,0,56,0,employee_16421
13250,Technology,region_23,Bachelor's,m,other,1,31,1,5,1,0,81,0,employee_13250
9443,Operations,region_2,Bachelor's,m,sourcing,1,49,1,7,1,0,61,0,employee_9443
13896,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,1,9,0,0,53,0,employee_13896
40834,Operations,region_2,Bachelor's,f,other,1,35,3,3,0,0,59,0,employee_40834
34365,Operations,region_22,Bachelor's,f,sourcing,1,31,2,6,0,0,61,0,employee_34365
59412,Sales & Marketing,region_7,Bachelor's,m,other,1,32,5,4,1,0,51,0,employee_59412
15825,Operations,region_14,Bachelor's,m,sourcing,1,34,4,7,1,0,60,0,employee_15825
13648,HR,region_2,Bachelor's,m,other,1,29,4,3,0,0,50,0,employee_13648
1359,Technology,region_11,Master's & above,m,other,1,34,3,9,0,0,81,0,employee_1359
56588,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,36,2,7,0,0,43,0,employee_56588
16087,Operations,region_21,Bachelor's,m,other,1,34,3,6,1,0,55,1,employee_16087
46614,Sales & Marketing,region_13,Bachelor's,m,other,3,30,4,6,0,0,48,0,employee_46614
34585,Operations,region_26,Master's & above,m,sourcing,1,44,3,6,0,0,56,0,employee_34585
41402,Operations,region_15,Master's & above,f,sourcing,1,32,4,9,1,0,60,0,employee_41402
74739,Technology,region_23,Master's & above,f,sourcing,2,34,5,6,0,0,81,0,employee_74739
21335,Technology,region_13,Master's & above,m,other,1,36,3,7,1,0,87,1,employee_21335
63129,Finance,region_2,Master's & above,m,sourcing,1,35,3,2,0,0,58,0,employee_63129
61562,Sales & Marketing,region_22,Bachelor's,m,referred,1,32,3,7,0,0,48,0,employee_61562
61876,HR,region_31,Bachelor's,f,other,1,33,5,5,1,0,50,0,employee_61876
53794,Operations,region_22,Master's & above,m,sourcing,1,38,5,8,0,0,56,0,employee_53794
64946,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,28,3,3,1,0,49,0,employee_64946
19603,Sales & Marketing,region_7,Master's & above,f,other,1,34,4,6,0,0,47,0,employee_19603
6952,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,5,4,1,0,51,0,employee_6952
77447,Sales & Marketing,region_28,Master's & above,m,other,2,33,5,2,0,0,49,0,employee_77447
69761,Procurement,region_22,Bachelor's,f,sourcing,2,25,3,2,0,0,70,0,employee_69761
15967,Sales & Marketing,region_16,Bachelor's,f,other,1,38,3,2,0,0,52,0,employee_15967
75235,Sales & Marketing,region_29,Bachelor's,m,other,1,35,3,10,1,0,50,1,employee_75235
10817,Procurement,region_2,Master's & above,f,other,1,36,4,4,1,0,72,0,employee_10817
53030,Technology,region_7,Bachelor's,m,other,1,27,2,2,0,0,80,0,employee_53030
31286,Sales & Marketing,region_7,Bachelor's,f,other,1,24,,1,1,0,47,1,employee_31286
76319,Procurement,region_7,Bachelor's,m,other,2,33,3,3,1,0,70,0,employee_76319
27841,Sales & Marketing,region_26,Bachelor's,m,other,1,26,,1,0,0,53,0,employee_27841
7245,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,46,3,6,0,0,47,0,employee_7245
71305,Sales & Marketing,region_2,Master's & above,m,other,1,55,3,15,0,0,48,0,employee_71305
56652,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,32,3,6,0,0,45,0,employee_56652
30828,Finance,region_28,Bachelor's,m,sourcing,1,31,5,5,1,0,55,1,employee_30828
16550,Sales & Marketing,region_17,Bachelor's,m,other,2,42,3,15,0,0,47,0,employee_16550
8257,Sales & Marketing,region_28,Bachelor's,m,other,1,30,3,5,0,0,50,0,employee_8257
57704,R&D,region_31,Master's & above,m,other,2,33,3,5,1,0,80,0,employee_57704
60075,Sales & Marketing,region_22,Master's & above,m,other,1,40,5,8,0,0,48,0,employee_60075
4538,Procurement,region_13,Bachelor's,m,other,2,31,1,8,0,0,73,0,employee_4538
63299,Procurement,region_8,Bachelor's,f,other,1,31,3,3,0,0,68,0,employee_63299
53804,Operations,region_4,Bachelor's,m,other,1,31,5,7,1,0,57,0,employee_53804
57580,Analytics,region_8,Bachelor's,m,sourcing,1,30,3,6,1,0,88,0,employee_57580
41956,Finance,region_2,Below Secondary,m,other,2,21,,1,0,0,60,0,employee_41956
24973,Analytics,region_15,Bachelor's,m,other,2,25,,1,0,0,87,0,employee_24973
66589,Technology,region_1,Bachelor's,f,other,1,28,2,5,0,0,80,0,employee_66589
51566,Analytics,region_28,Master's & above,m,other,3,31,4,7,1,0,83,0,employee_51566
71187,Procurement,region_22,Master's & above,f,sourcing,1,33,5,7,1,0,68,1,employee_71187
60499,Operations,region_23,Bachelor's,m,sourcing,1,37,4,9,0,0,61,0,employee_60499
21304,Technology,region_27,Master's & above,m,other,1,40,5,14,1,1,85,1,employee_21304
10296,Procurement,region_2,Bachelor's,m,sourcing,2,35,3,10,0,0,67,0,employee_10296
13319,Operations,region_12,Bachelor's,m,other,1,27,5,2,0,0,56,0,employee_13319
5912,HR,region_2,Bachelor's,f,other,1,55,3,21,0,0,49,0,employee_5912
11653,Analytics,region_27,Bachelor's,m,sourcing,1,29,4,1,1,0,81,1,employee_11653
40594,R&D,region_7,Bachelor's,m,sourcing,1,37,1,3,0,0,83,0,employee_40594
17781,Sales & Marketing,region_31,,m,other,1,23,,1,1,0,47,1,employee_17781
756,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,33,5,7,1,0,50,0,employee_756
16289,Sales & Marketing,region_31,Bachelor's,m,other,2,37,3,8,0,0,51,0,employee_16289
35780,Operations,region_26,Master's & above,f,other,1,41,5,9,1,0,61,0,employee_35780
53761,Legal,region_2,Below Secondary,m,sourcing,1,28,4,2,1,0,63,0,employee_53761
68499,Operations,region_7,,m,sourcing,1,35,4,2,0,1,71,1,employee_68499
35993,Finance,region_29,Bachelor's,m,other,1,28,3,3,0,0,64,0,employee_35993
10985,Procurement,region_19,Bachelor's,f,other,1,37,1,7,1,0,70,0,employee_10985
54972,Technology,region_2,Master's & above,m,other,1,60,3,17,0,0,80,0,employee_54972
57606,Operations,region_19,Bachelor's,f,other,1,37,5,10,1,0,65,0,employee_57606
19582,HR,region_4,Master's & above,f,other,1,36,2,8,0,0,44,0,employee_19582
43342,Procurement,region_15,Bachelor's,m,sourcing,1,31,5,5,1,0,71,0,employee_43342
40472,Technology,region_13,Master's & above,f,other,1,32,4,7,1,0,97,1,employee_40472
50774,R&D,region_22,Bachelor's,m,sourcing,1,28,,1,0,0,88,0,employee_50774
14745,Sales & Marketing,region_23,Bachelor's,m,other,2,34,4,2,0,0,49,0,employee_14745
78106,Operations,region_15,Bachelor's,f,other,1,35,5,4,0,0,74,1,employee_78106
76312,Analytics,region_13,Bachelor's,m,other,1,26,4,4,0,0,83,0,employee_76312
30157,Technology,region_7,Master's & above,f,other,1,51,4,4,1,0,82,0,employee_30157
41256,Procurement,region_22,Bachelor's,f,other,2,31,3,4,1,0,64,0,employee_41256
9352,Analytics,region_27,Bachelor's,m,other,3,27,4,3,0,0,81,0,employee_9352
77193,Procurement,region_2,Bachelor's,f,sourcing,2,33,4,9,0,0,69,0,employee_77193
40994,Procurement,region_2,Master's & above,f,sourcing,1,45,4,4,1,0,73,0,employee_40994
75598,Sales & Marketing,region_15,Master's & above,m,other,2,32,3,4,0,1,43,0,employee_75598
14202,Analytics,region_20,Bachelor's,m,other,2,32,3,8,0,0,88,0,employee_14202
23815,HR,region_2,Master's & above,m,other,1,46,3,9,0,0,48,0,employee_23815
29119,Sales & Marketing,region_6,Bachelor's,m,other,2,28,1,2,0,0,49,0,employee_29119
20836,Procurement,region_7,Master's & above,f,sourcing,1,40,2,8,0,0,69,0,employee_20836
40524,Sales & Marketing,region_13,Bachelor's,m,other,1,38,3,7,1,0,50,0,employee_40524
5117,Sales & Marketing,region_13,Bachelor's,f,other,1,27,,1,0,0,47,0,employee_5117
5927,Operations,region_6,Bachelor's,m,other,1,26,4,5,0,0,60,0,employee_5927
40051,Procurement,region_4,Master's & above,m,sourcing,1,31,1,7,0,0,71,0,employee_40051
27712,Analytics,region_19,Bachelor's,m,other,1,41,4,11,1,0,84,0,employee_27712
42345,Technology,region_28,Bachelor's,m,other,1,29,,1,0,0,76,0,employee_42345
13605,Operations,region_2,,m,other,1,25,,1,0,0,58,0,employee_13605
